Group,Layer,Type,BBox,ZOrder,Priority,CommercialAction,CubismTarget,Notes
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_04,paint,"292,518,546,1088",364,S,original,PartWatchchainLink04,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_05,paint,"292,518,546,1088",365,S,original,PartWatchchainLink05,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_06,paint,"292,518,546,1088",366,S,original,PartWatchchainLink06,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_07,paint,"292,518,546,1088",367,S,original,PartWatchchainLink07,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_08,paint,"292,518,546,1088",368,S,original,PartWatchchainLink08,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_09,paint,"292,518,546,1088",369,S,original,PartWatchchainLink09,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_10,paint,"292,518,546,1088",370,S,original,PartWatchchainLink10,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_11,paint,"292,518,546,1088",371,S,original,PartWatchchainLink11,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_12,paint,"292,518,546,1088",372,S,original,PartWatchchainLink12,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_13,paint,"292,518,546,1088",373,S,original,PartWatchchainLink13,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_14,paint,"292,518,546,1088",374,S,original,PartWatchchainLink14,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_15,paint,"292,518,546,1088",375,S,original,PartWatchchainLink15,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_16,paint,"292,518,546,1088",376,S,original,PartWatchchainLink16,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_17,paint,"292,518,546,1088",377,S,original,PartWatchchainLink17,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,WatchChain_Link_18,paint,"292,518,546,1088",378,S,original,PartWatchchainLink18,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Watch_Tassel_01,paint,"292,518,546,1088",379,S,original,PartWatchTassel01,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Watch_Tassel_02,paint,"292,518,546,1088",380,S,original,PartWatchTassel02,Final production split layer; redraw hidden area before rigging.
08_LEGS_SOCKS_SHOES_WATCH,Watch_Tassel_03,paint,"292,518,546,1088",381,S,original,PartWatchTassel03,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_01,paint,"119,111,735,920",382,A,original,PartHeadflowerPetal01,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_02,paint,"119,111,735,920",383,A,original,PartHeadflowerPetal02,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_03,paint,"119,111,735,920",384,A,original,PartHeadflowerPetal03,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_04,paint,"119,111,735,920",385,A,original,PartHeadflowerPetal04,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_05,paint,"119,111,735,920",386,A,original,PartHeadflowerPetal05,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_06,paint,"119,111,735,920",387,A,original,PartHeadflowerPetal06,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_07,paint,"119,111,735,920",388,A,original,PartHeadflowerPetal07,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_08,paint,"119,111,735,920",389,A,original,PartHeadflowerPetal08,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_09,paint,"119,111,735,920",390,A,original,PartHeadflowerPetal09,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_10,paint,"119,111,735,920",391,A,original,PartHeadflowerPetal10,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_11,paint,"119,111,735,920",392,A,original,PartHeadflowerPetal11,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Petal_12,paint,"119,111,735,920",393,A,original,PartHeadflowerPetal12,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Center,paint,"119,111,735,920",394,A,original,PartHeadflowerCenter,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Shadow,paint,"119,111,735,920",395,A,original,PartHeadflowerShadow,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,HeadFlower_Highlight,paint,"119,111,735,920",396,A,original,PartHeadflowerHighlight,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,BlackRibbon_Knot,paint,"119,111,735,920",397,A,original,PartBlackribbonKnot,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,BlackRibbon_Loop_L,paint,"119,111,735,920",398,A,original,PartBlackribbonLoopL,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,BlackRibbon_Loop_R,paint,"119,111,735,920",399,A,original,PartBlackribbonLoopR,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,BlackRibbon_Tail_L,paint,"119,111,735,920",400,A,original,PartBlackribbonTailL,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,BlackRibbon_Tail_R,paint,"119,111,735,920",401,A,original,PartBlackribbonTailR,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_01,paint,"119,111,735,920",402,A,original,PartFloatingpaper01,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_02,paint,"119,111,735,920",403,A,original,PartFloatingpaper02,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_03,paint,"119,111,735,920",404,A,original,PartFloatingpaper03,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_04,paint,"119,111,735,920",405,A,original,PartFloatingpaper04,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_05,paint,"119,111,735,920",406,A,original,PartFloatingpaper05,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_06,paint,"119,111,735,920",407,A,original,PartFloatingpaper06,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_07,paint,"119,111,735,920",408,A,original,PartFloatingpaper07,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_08,paint,"119,111,735,920",409,A,original,PartFloatingpaper08,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_09,paint,"119,111,735,920",410,A,original,PartFloatingpaper09,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_10,paint,"119,111,735,920",411,A,original,PartFloatingpaper10,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_11,paint,"119,111,735,920",412,A,original,PartFloatingpaper11,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,FloatingPaper_12,paint,"119,111,735,920",413,A,original,PartFloatingpaper12,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_01,paint,"119,111,735,920",414,A,original,PartPetal01,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_02,paint,"119,111,735,920",415,A,original,PartPetal02,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_03,paint,"119,111,735,920",416,A,original,PartPetal03,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_04,paint,"119,111,735,920",417,A,original,PartPetal04,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_05,paint,"119,111,735,920",418,A,original,PartPetal05,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_06,paint,"119,111,735,920",419,A,original,PartPetal06,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_07,paint,"119,111,735,920",420,A,original,PartPetal07,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_08,paint,"119,111,735,920",421,A,original,PartPetal08,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_09,paint,"119,111,735,920",422,A,original,PartPetal09,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_10,paint,"119,111,735,920",423,A,original,PartPetal10,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_11,paint,"119,111,735,920",424,A,original,PartPetal11,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_12,paint,"119,111,735,920",425,A,original,PartPetal12,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_13,paint,"119,111,735,920",426,A,original,PartPetal13,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_14,paint,"119,111,735,920",427,A,original,PartPetal14,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_15,paint,"119,111,735,920",428,A,original,PartPetal15,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_16,paint,"119,111,735,920",429,A,original,PartPetal16,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_17,paint,"119,111,735,920",430,A,original,PartPetal17,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_18,paint,"119,111,735,920",431,A,original,PartPetal18,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_19,paint,"119,111,735,920",432,A,original,PartPetal19,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_20,paint,"119,111,735,920",433,A,original,PartPetal20,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_21,paint,"119,111,735,920",434,A,original,PartPetal21,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_22,paint,"119,111,735,920",435,A,original,PartPetal22,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_23,paint,"119,111,735,920",436,A,original,PartPetal23,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_24,paint,"119,111,735,920",437,A,original,PartPetal24,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_25,paint,"119,111,735,920",438,A,original,PartPetal25,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_26,paint,"119,111,735,920",439,A,original,PartPetal26,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_27,paint,"119,111,735,920",440,A,original,PartPetal27,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_28,paint,"119,111,735,920",441,A,original,PartPetal28,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_29,paint,"119,111,735,920",442,A,original,PartPetal29,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Petal_30,paint,"119,111,735,920",443,A,original,PartPetal30,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Sparkle_01,paint,"119,111,735,920",444,A,original,PartSparkle01,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Sparkle_02,paint,"119,111,735,920",445,A,original,PartSparkle02,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,Sparkle_03,paint,"119,111,735,920",446,A,original,PartSparkle03,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,AI_Glitch_Line_01,paint,"119,111,735,920",447,A,original,PartAiGlitchLine01,Final production split layer; redraw hidden area before rigging.
09_HEAD_ACCESSORIES_EFFECTS,AI_Glitch_Line_02,paint,"119,111,735,920",448,A,original,PartAiGlitchLine02,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,BookStack_Book_01,paint,"591,49,812,1076",449,A,original,PartBookstackBook01,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,BookStack_Book_02,paint,"591,49,812,1076",450,A,original,PartBookstackBook02,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,BookStack_Book_03,paint,"591,49,812,1076",451,A,original,PartBookstackBook03,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,OpenBook_LeftPage,paint,"591,49,812,1076",452,A,original,PartOpenbookLeftpage,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,OpenBook_RightPage,paint,"591,49,812,1076",453,A,original,PartOpenbookRightpage,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,Cup_Base,redraw,"591,49,812,1076",454,A,original,PartCupBase,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,Cup_Logo_Original,paint,"591,49,812,1076",455,A,replace,PartCupLogoOriginal,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,Vase_Base,redraw,"591,49,812,1076",456,A,original,PartVaseBase,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,Vase_Highlight,paint,"591,49,812,1076",457,A,original,PartVaseHighlight,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,FlowerStem_01,paint,"591,49,812,1076",458,A,original,PartFlowerstem01,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,FlowerStem_02,paint,"591,49,812,1076",459,A,original,PartFlowerstem02,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,FlowerStem_03,paint,"591,49,812,1076",460,A,original,PartFlowerstem03,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,FlowerPetal_Set,paint,"591,49,812,1076",461,A,original,PartFlowerpetalSet,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,Compass_Ring_01,paint,"591,49,812,1076",462,A,original,PartCompassRing01,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,Compass_Ring_02,paint,"591,49,812,1076",463,A,original,PartCompassRing02,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,Compass_Starflower,paint,"591,49,812,1076",464,A,original,PartCompassStarflower,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,Background_Frame,paint,"591,49,812,1076",465,A,original,PartBackgroundFrame,Final production split layer; redraw hidden area before rigging.
10_SCENE_OPTIONAL,Background_PaperTexture,paint,"591,49,812,1076",466,A,original,PartBackgroundPapertexture,Final production split layer; redraw hidden area before rigging.
